id,surgery,age,hospital_number,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,surgical_lesion,lesion_1,lesion_2,lesion_3,cp_data
328.0,no,adult,528298.0,38.0,92.0,28.0,cold,reduced,normal_pink,less_3_sec,depressed,absent,,none,more_1_liter,5.0,normal,normal,45.0,7.5,clear,5.0,no,8300.0,0.0,0.0,yes
329.0,yes,adult,534519.0,38.8,52.0,16.0,normal,normal,,less_3_sec,mild_pain,absent,slight,none,more_1_liter,1.0,decreased,distend_small,42.0,71.0,clear,2.0,no,2113.0,0.0,0.0,no
330.0,no,adult,530002.0,38.2,129.0,51.0,cool,reduced,bright_red,more_3_sec,depressed,absent,moderate,none,none,2.0,absent,,57.0,8.5,serosanguious,2.0,yes,2208.0,0.0,0.0,yes
331.0,yes,adult,534519.0,39.0,66.0,80.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,slight,slight,none,1.0,absent,distend_small,75.0,81.0,cloudy,2.0,yes,1400.0,0.0,0.0,yes
332.0,yes,adult,5290409.0,38.2,40.0,84.0,cool,reduced,dark_cyanotic,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,7.0,normal,normal,54.0,6.4,serosanguious,5.3,yes,7400.0,0.0,0.0,yes
333.0,no,adult,534787.0,38.3,120.0,32.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,,,more_1_liter,2.0,,distend_large,64.0,86.0,clear,2.0,yes,4205.0,0.0,0.0,no
334.0,yes,adult,521399.0,39.6,104.0,36.0,normal,reduced,dark_cyanotic,more_3_sec,severe_pain,absent,moderate,,more_1_liter,5.0,decreased,,59.0,7.5,cloudy,2.6,yes,1400.0,0.0,0.0,yes
335.0,yes,adult,534917.0,37.6,84.0,40.0,cool,reduced,normal_pink,less_3_sec,mild_pain,absent,slight,slight,more_1_liter,2.0,absent,distend_small,75.0,81.0,clear,2.0,yes,1400.0,0.0,0.0,yes
336.0,no,adult,527518.0,38.2,52.0,12.0,normal,normal,pale_pink,more_3_sec,mild_pain,hypomotile,moderate,none,more_1_liter,5.2,absent,distend_large,48.0,7.5,cloudy,3.3,yes,5205.0,0.0,0.0,yes
337.0,no,adult,535196.0,38.4,48.0,32.0,normal,normal,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.0,absent,distend_small,41.0,66.0,cloudy,3.3,yes,2207.0,0.0,0.0,yes
338.0,yes,adult,529685.0,38.4,184.0,58.0,normal,normal,bright_pink,less_3_sec,depressed,hypomotile,none,none,none,7.0,decreased,other,42.0,7.5,cloudy,1.7,yes,2124.0,0.0,0.0,yes
339.0,no,adult,529272.0,38.6,52.0,16.0,normal,,pale_pink,less_3_sec,alert,,slight,slight,more_1_liter,5.5,normal,,55.0,7.2,cloudy,2.1,no,0.0,0.0,0.0,yes
340.0,no,adult,529663.0,37.5,48.0,9.0,normal,normal,normal_pink,less_3_sec,alert,normal,none,slight,more_1_liter,5.5,normal,firm,49.0,8.0,clear,5.0,no,0.0,0.0,0.0,yes
341.0,yes,adult,528151.0,38.2,136.0,18.0,normal,reduced,bright_red,less_3_sec,mild_pain,hypomotile,slight,none,more_1_liter,6.2,absent,distend_small,54.0,7.5,cloudy,5.3,yes,2112.0,0.0,0.0,yes
342.0,yes,adult,530028.0,38.4,64.0,28.0,cool,reduced,bright_red,less_3_sec,mild_pain,absent,slight,slight,less_1_liter,4.5,absent,distend_small,50.0,7.2,serosanguious,3.6,yes,31110.0,0.0,0.0,yes
343.0,yes,adult,529183.0,37.9,48.0,14.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,more_1_liter,5.7,,,47.0,6.5,clear,5.3,no,3111.0,0.0,0.0,no
344.0,no,adult,528548.0,38.1,54.0,28.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,none,less_1_liter,3.0,,distend_small,43.0,7.0,clear,3.6,no,2124.0,0.0,0.0,yes
345.0,no,adult,5297379.0,38.0,84.0,48.0,cool,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,none,less_1_liter,4.5,,,49.0,6.6,serosanguious,2.6,yes,4205.0,0.0,0.0,no
346.0,no,adult,530301.0,38.6,104.0,12.0,cool,reduced,pale_pink,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,1.0,absent,distend_small,51.0,6.5,serosanguious,1.0,no,3111.0,0.0,0.0,no
347.0,no,adult,527544.0,37.7,88.0,36.0,normal,normal,bright_pink,less_3_sec,depressed,hypermotile,none,slight,more_1_liter,4.0,increased,firm,50.0,7.0,clear,3.9,no,0.0,0.0,0.0,no
348.0,no,adult,529461.0,40.3,114.0,36.0,cool,reduced,normal_pink,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,7.0,normal,distend_large,57.0,8.1,serosanguious,2.6,yes,7400.0,0.0,0.0,no
349.0,yes,adult,529893.0,39.1,52.0,16.0,cool,,pale_pink,more_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,5.3,absent,distend_small,45.0,7.2,serosanguious,5.4,yes,2208.0,0.0,0.0,yes
350.0,yes,adult,527709.0,38.9,48.0,24.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,none,less_1_liter,7.0,absent,distend_large,37.0,6.6,clear,1.4,yes,7209.0,0.0,0.0,yes
351.0,no,adult,529796.0,37.5,48.0,28.0,warm,normal,normal_pink,less_3_sec,alert,hypermotile,none,none,less_1_liter,3.5,increased,other,44.0,9.1,clear,4.5,no,3111.0,0.0,0.0,yes
352.0,yes,young,5294369.0,38.9,120.0,40.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,none,7.0,,,47.0,54.0,serosanguious,2.0,yes,2124.0,0.0,0.0,no
353.0,yes,adult,528523.0,38.1,66.0,12.0,cool,normal,bright_red,less_3_sec,mild_pain,hypomotile,slight,none,none,3.0,decreased,distend_small,50.0,7.0,cloudy,3.6,yes,2208.0,0.0,0.0,yes
354.0,yes,adult,535043.0,39.3,88.0,51.0,cold,absent,dark_cyanotic,less_3_sec,mild_pain,absent,none,none,more_1_liter,2.0,,distend_small,66.0,13.0,serosanguious,2.0,yes,2113.0,0.0,0.0,yes
355.0,no,young,528702.0,39.1,114.0,36.0,cool,normal,bright_pink,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,4.4,normal,distend_small,47.0,6.2,cloudy,3.9,no,2208.0,0.0,0.0,yes
356.0,no,adult,530478.0,38.1,60.0,16.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,6.5,normal,,42.0,7.2,clear,8.0,no,3111.0,0.0,0.0,yes
357.0,yes,adult,5290759.0,37.2,108.0,30.0,,reduced,pale_pink,less_3_sec,depressed,absent,slight,slight,more_1_liter,5.3,,distend_small,40.0,8.6,serosanguious,4.3,yes,3111.0,0.0,0.0,yes
358.0,yes,adult,528248.0,37.5,48.0,12.0,normal,normal,normal_pink,less_3_sec,depressed,hypomotile,none,slight,more_1_liter,5.5,normal,distend_large,38.0,7.2,cloudy,2.6,no,31110.0,0.0,0.0,yes
359.0,no,adult,528469.0,38.5,68.0,12.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,5.3,normal,distend_large,44.0,7.0,clear,1.6,no,0.0,0.0,0.0,yes
360.0,yes,adult,530002.0,39.1,100.0,51.0,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,severe,none,none,4.4,absent,distend_large,52.0,7.8,serosanguious,2.9,yes,2124.0,0.0,0.0,yes
361.0,yes,adult,529642.0,40.8,108.0,12.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,none,4.0,absent,distend_small,48.0,8.3,serosanguious,4.3,yes,2205.0,0.0,0.0,yes
362.0,no,adult,530002.0,38.5,52.0,51.0,normal,reduced,bright_pink,less_3_sec,alert,hypomotile,moderate,slight,more_1_liter,5.5,absent,distend_large,53.0,7.2,clear,2.9,yes,2124.0,0.0,0.0,no
363.0,yes,adult,527758.0,38.1,84.0,20.0,,,normal_pink,less_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,5.0,decreased,distend_small,49.0,9.1,cloudy,4.3,yes,2208.0,0.0,0.0,yes
364.0,no,adult,529663.0,38.1,114.0,24.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,hypomotile,moderate,none,none,4.0,absent,distend_small,57.0,6.1,serosanguious,4.4,yes,2208.0,0.0,0.0,yes
365.0,no,adult,529172.0,37.6,96.0,40.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,severe,slight,less_1_liter,4.5,decreased,distend_large,60.0,7.5,cloudy,2.8,no,4300.0,0.0,0.0,yes
366.0,yes,adult,534069.0,38.4,52.0,40.0,normal,reduced,bright_pink,less_3_sec,severe_pain,hypomotile,slight,slight,more_1_liter,7.0,absent,distend_small,40.0,7.5,cloudy,2.8,yes,1400.0,0.0,0.0,no
367.0,yes,adult,535085.0,39.5,114.0,48.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,,more_1_liter,7.0,,,59.0,8.0,serosanguious,2.0,yes,2208.0,0.0,0.0,no
368.0,yes,adult,535043.0,37.4,100.0,51.0,cold,absent,dark_cyanotic,less_3_sec,severe_pain,absent,none,none,more_1_liter,2.0,,distend_small,66.0,13.0,serosanguious,2.0,yes,2208.0,0.0,0.0,no
369.0,yes,adult,534933.0,37.5,84.0,36.0,cool,absent,bright_red,less_3_sec,depressed,absent,severe,none,more_1_liter,2.0,absent,,48.0,64.0,cloudy,2.0,no,1400.0,0.0,0.0,no
370.0,yes,adult,529428.0,39.4,108.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,7.0,,distend_small,52.0,6.5,serosanguious,4.5,yes,2124.0,0.0,0.0,no
371.0,yes,adult,527933.0,38.1,48.0,16.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,none,slight,none,7.0,normal,distend_large,49.0,7.2,clear,8.0,yes,31110.0,0.0,0.0,yes
372.0,no,adult,523190.0,38.0,112.0,36.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,5.2,absent,distend_small,73.0,8.5,serosanguious,8.0,yes,1400.0,0.0,0.0,yes
373.0,no,adult,528729.0,38.1,48.0,24.0,normal,normal,pale_pink,less_3_sec,alert,normal,none,slight,none,7.0,normal,normal,49.0,8.5,clear,1.3,no,0.0,0.0,0.0,yes
374.0,yes,adult,529667.0,39.0,64.0,36.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,slight,slight,none,7.0,normal,distend_large,59.0,8.5,serosanguious,2.0,yes,2113.0,0.0,0.0,no
375.0,no,adult,529183.0,37.5,96.0,18.0,cold,reduced,dark_cyanotic,more_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,4.0,decreased,distend_small,47.0,7.5,serosanguious,4.1,yes,2205.0,0.0,0.0,no
376.0,yes,adult,533928.0,37.3,60.0,24.0,normal,,pale_cyanotic,more_3_sec,,absent,severe,slight,none,2.0,,distend_large,52.0,75.0,cloudy,2.0,yes,2205.0,0.0,0.0,yes
377.0,yes,adult,529172.0,37.3,40.0,30.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,absent,slight,slight,less_1_liter,6.5,absent,distend_small,51.0,8.1,serosanguious,4.3,yes,2208.0,0.0,0.0,yes
378.0,yes,adult,5290482.0,38.2,52.0,20.0,cool,normal,bright_red,less_3_sec,alert,normal,none,none,more_1_liter,5.0,normal,distend_large,28.0,7.7,cloudy,4.3,yes,3111.0,0.0,0.0,yes
379.0,yes,adult,530526.0,36.1,98.0,40.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,significant,less_1_liter,7.0,absent,distend_small,47.0,7.0,serosanguious,3.2,yes,2208.0,0.0,0.0,yes
380.0,yes,adult,533847.0,38.3,60.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,,none,2.0,absent,distend_large,55.0,64.0,serosanguious,2.0,yes,3205.0,0.0,0.0,no
381.0,yes,adult,5294369.0,38.7,100.0,20.0,normal,normal,normal_pink,less_3_sec,depressed,hypomotile,none,slight,none,7.0,normal,normal,40.0,7.0,clear,8.0,yes,3111.0,0.0,0.0,yes
382.0,no,adult,528247.0,38.0,48.0,16.0,cool,reduced,pale_cyanotic,more_3_sec,alert,absent,slight,slight,,5.0,,other,48.0,7.2,clear,3.7,no,400.0,0.0,0.0,no
383.0,yes,adult,528729.0,37.0,52.0,12.0,cool,normal,normal_pink,less_3_sec,mild_pain,normal,slight,slight,more_1_liter,5.0,normal,distend_small,44.0,8.1,cloudy,1.6,yes,2208.0,0.0,0.0,yes
384.0,yes,adult,530251.0,38.6,88.0,14.0,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,moderate,slight,less_1_liter,3.5,increased,distend_small,47.0,5.7,cloudy,3.0,yes,31110.0,0.0,0.0,yes
385.0,yes,adult,533738.0,37.5,48.0,16.0,normal,normal,,less_3_sec,alert,normal,none,slight,more_1_liter,5.5,,,36.0,56.0,cloudy,3.4,no,3113.0,0.0,0.0,no
386.0,yes,adult,527706.0,37.8,84.0,32.0,cool,normal,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,none,more_1_liter,7.0,absent,distend_small,45.0,6.6,serosanguious,2.3,yes,2202.0,0.0,0.0,no
387.0,no,adult,521399.0,37.1,96.0,36.0,cool,normal,pale_cyanotic,more_3_sec,depressed,absent,slight,none,more_1_liter,5.0,,distend_large,48.0,7.2,serosanguious,5.3,yes,1400.0,0.0,0.0,yes
388.0,yes,adult,534197.0,38.3,40.0,20.0,cool,reduced,normal_pink,less_3_sec,,hypomotile,moderate,slight,more_1_liter,1.0,normal,distend_small,41.0,60.0,serosanguious,2.0,yes,2209.0,0.0,0.0,no
389.0,yes,adult,533836.0,37.8,100.0,48.0,cool,reduced,pale_cyanotic,more_3_sec,,absent,severe,none,more_1_liter,2.0,,other,68.0,64.0,,2.0,yes,2205.0,0.0,0.0,no
390.0,yes,adult,527698.0,38.5,164.0,36.0,cold,reduced,dark_cyanotic,less_3_sec,depressed,absent,slight,slight,none,4.0,absent,distend_large,60.0,6.1,serosanguious,3.2,yes,3205.0,0.0,0.0,yes
391.0,yes,adult,528469.0,38.1,66.0,12.0,cool,reduced,bright_red,less_3_sec,severe_pain,hypomotile,none,slight,none,3.0,increased,distend_small,54.0,7.5,serosanguious,2.6,yes,2206.0,0.0,0.0,yes
392.0,yes,adult,527544.0,37.6,84.0,36.0,normal,reduced,pale_pink,less_3_sec,severe_pain,hypomotile,moderate,,more_1_liter,4.5,absent,distend_large,45.0,6.6,serosanguious,3.7,yes,12208.0,0.0,0.0,no
393.0,no,adult,529461.0,40.3,114.0,36.0,cool,reduced,normal_pink,more_3_sec,depressed,hypomotile,moderate,slight,none,7.0,normal,distend_large,57.0,7.4,serosanguious,4.5,yes,3205.0,0.0,0.0,yes
394.0,yes,adult,534145.0,38.1,104.0,40.0,cool,normal,bright_red,more_3_sec,depressed,absent,slight,slight,more_1_liter,2.0,,,57.0,74.0,serosanguious,2.0,yes,2209.0,0.0,0.0,no
395.0,yes,young,530693.0,37.8,96.0,21.0,cool,reduced,dark_cyanotic,less_3_sec,severe_pain,absent,moderate,significant,more_1_liter,4.5,,distend_large,44.0,7.4,serosanguious,4.7,yes,2112.0,0.0,0.0,yes
396.0,yes,adult,529461.0,37.9,84.0,36.0,cold,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,5.5,absent,distend_large,33.0,6.6,clear,10.1,yes,2205.0,0.0,0.0,no
397.0,yes,adult,528800.0,37.8,48.0,12.0,cool,normal,pale_cyanotic,less_3_sec,mild_pain,normal,slight,slight,more_1_liter,2.0,decreased,firm,50.0,7.0,serosanguious,5.0,yes,2205.0,0.0,0.0,yes
398.0,yes,adult,529865.0,37.8,60.0,12.0,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,slight,significant,none,6.0,decreased,distend_small,37.0,7.0,serosanguious,3.3,yes,2207.0,0.0,0.0,yes
399.0,yes,adult,528548.0,38.3,96.0,28.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,none,none,4.3,absent,distend_large,65.0,7.0,serosanguious,2.8,yes,4205.0,0.0,0.0,yes
400.0,yes,adult,528570.0,38.0,66.0,12.0,cool,normal,bright_red,less_3_sec,severe_pain,hypomotile,none,slight,none,3.0,normal,distend_small,45.0,6.0,cloudy,2.0,yes,31110.0,0.0,0.0,yes
401.0,yes,adult,529373.0,38.7,48.0,16.0,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,none,none,7.0,decreased,,44.0,6.6,serosanguious,2.3,yes,4205.0,0.0,0.0,yes
402.0,yes,adult,527563.0,37.6,72.0,30.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.7,decreased,distend_large,48.0,6.8,,3.7,yes,5400.0,0.0,0.0,no
403.0,yes,young,5290409.0,38.1,66.0,12.0,normal,normal,bright_red,more_3_sec,mild_pain,hypomotile,none,slight,more_1_liter,5.0,increased,,44.0,7.5,cloudy,2.6,yes,2112.0,0.0,0.0,yes
404.0,no,adult,529461.0,38.3,48.0,12.0,cool,normal,pale_cyanotic,less_3_sec,depressed,absent,slight,,more_1_liter,1.5,,firm,49.0,6.0,clear,2.6,no,5000.0,0.0,0.0,yes
405.0,yes,adult,529399.0,38.1,88.0,12.0,cool,reduced,dark_cyanotic,less_3_sec,severe_pain,absent,slight,none,more_1_liter,2.0,absent,distend_small,51.0,64.0,serosanguious,2.0,yes,2208.0,0.0,0.0,no
406.0,no,adult,528996.0,38.6,48.0,12.0,normal,normal,normal_pink,less_3_sec,alert,normal,none,slight,more_1_liter,5.0,normal,normal,49.0,8.1,clear,5.0,no,0.0,0.0,0.0,yes
407.0,yes,adult,534579.0,38.8,68.0,22.0,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,slight,slight,less_1_liter,2.0,absent,distend_small,75.0,81.0,,1.0,yes,2112.0,0.0,0.0,no
408.0,yes,adult,535292.0,37.5,120.0,36.0,cold,reduced,dark_cyanotic,more_3_sec,,absent,moderate,,more_1_liter,2.0,absent,distend_large,69.0,82.0,clear,2.0,yes,3205.0,0.0,0.0,no
409.0,no,adult,528620.0,38.3,52.0,16.0,warm,normal,normal_pink,less_3_sec,alert,normal,none,none,none,4.3,normal,firm,37.0,7.0,clear,2.9,no,0.0,0.0,0.0,no
410.0,yes,adult,529135.0,38.2,100.0,51.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,slight,more_1_liter,2.0,,distend_large,43.0,8.1,serosanguious,2.0,yes,4205.0,0.0,0.0,no
411.0,yes,adult,527526.0,36.1,96.0,21.0,cool,reduced,pale_pink,more_3_sec,depressed,absent,moderate,slight,more_1_liter,3.0,decreased,distend_small,48.0,6.6,serosanguious,3.6,yes,2209.0,0.0,0.0,yes
412.0,yes,adult,527463.0,37.5,104.0,18.0,normal,normal,dark_cyanotic,more_3_sec,mild_pain,absent,slight,slight,less_1_liter,5.0,,distend_small,69.0,8.0,serosanguious,5.3,yes,2208.0,0.0,0.0,yes
413.0,yes,adult,534925.0,38.6,104.0,40.0,cold,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,2.0,absent,distend_small,71.0,85.0,,2.0,yes,2209.0,0.0,0.0,no
414.0,yes,adult,529461.0,38.6,72.0,20.0,cool,reduced,bright_pink,more_3_sec,depressed,hypomotile,moderate,none,none,3.0,decreased,,40.0,7.6,serosanguious,2.6,yes,400.0,0.0,0.0,yes
415.0,no,adult,530242.0,37.2,108.0,12.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,,more_1_liter,6.0,decreased,firm,52.0,8.2,serosanguious,7.4,yes,2207.0,0.0,0.0,yes
416.0,no,adult,528996.0,38.6,52.0,20.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,none,more_1_liter,5.5,normal,firm,36.0,6.6,clear,5.0,no,0.0,0.0,0.0,yes
417.0,yes,adult,528729.0,38.4,66.0,32.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.5,normal,distend_large,41.0,6.4,serosanguious,4.3,yes,2208.0,0.0,0.0,no
418.0,yes,adult,528996.0,37.1,48.0,12.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,4.0,decreased,distend_small,42.0,6.3,serosanguious,3.9,yes,0.0,0.0,0.0,yes
419.0,no,adult,529424.0,38.4,52.0,24.0,warm,normal,normal_pink,less_3_sec,alert,hypomotile,none,significant,none,7.5,,,37.0,6.8,clear,5.0,no,2124.0,0.0,0.0,no
420.0,yes,young,529340.0,38.3,184.0,30.0,cool,reduced,pale_pink,less_3_sec,extreme_pain,absent,moderate,slight,none,4.0,absent,distend_small,48.0,6.1,serosanguious,4.5,yes,2205.0,0.0,0.0,yes
421.0,yes,adult,534519.0,37.5,72.0,24.0,cool,reduced,dark_cyanotic,less_3_sec,depressed,hypomotile,moderate,none,less_1_liter,2.0,absent,,75.0,81.0,cloudy,2.0,no,1400.0,0.0,0.0,no
422.0,no,adult,528630.0,37.8,88.0,16.0,normal,,normal_pink,less_3_sec,depressed,hypomotile,none,none,more_1_liter,1.0,normal,,52.0,7.0,clear,2.0,no,3205.0,0.0,0.0,yes
423.0,yes,adult,534280.0,37.2,88.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,severe,significant,more_1_liter,2.0,,distend_small,57.0,82.0,serosanguious,2.0,yes,2322.0,0.0,0.0,no
424.0,yes,adult,530693.0,38.6,108.0,12.0,cool,,pale_cyanotic,more_3_sec,extreme_pain,absent,moderate,,less_1_liter,5.4,absent,distend_large,48.0,7.5,serosanguious,2.0,yes,3205.0,0.0,0.0,no
425.0,yes,adult,528006.0,35.4,88.0,32.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,slight,less_1_liter,4.0,decreased,distend_small,55.0,6.6,serosanguious,3.6,yes,2209.0,0.0,0.0,yes
426.0,yes,adult,530310.0,39.5,88.0,28.0,cold,reduced,bright_red,less_3_sec,depressed,absent,severe,none,less_1_liter,1.0,decreased,distend_large,54.0,7.6,serosanguious,3.4,no,4205.0,0.0,0.0,no
427.0,yes,adult,526802.0,37.5,48.0,16.0,normal,normal,normal_pink,less_3_sec,mild_pain,absent,moderate,slight,more_1_liter,5.0,decreased,distend_large,45.0,7.5,cloudy,2.0,yes,3124.0,0.0,0.0,no
428.0,no,adult,528570.0,38.4,72.0,36.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,significant,more_1_liter,2.0,absent,distend_large,64.0,8.2,cloudy,2.8,yes,7111.0,0.0,0.0,no
429.0,yes,young,529667.0,39.4,120.0,48.0,cold,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,less_1_liter,7.0,,,43.0,7.4,serosanguious,2.1,yes,2112.0,0.0,0.0,no
430.0,yes,adult,535029.0,37.1,84.0,20.0,cool,reduced,pale_pink,more_3_sec,depressed,absent,moderate,significant,less_1_liter,2.0,,,75.0,81.0,,2.0,no,1400.0,0.0,0.0,no
431.0,yes,adult,528743.0,38.8,88.0,24.0,cold,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,3.0,decreased,distend_large,37.0,4.5,cloudy,3.9,yes,7111.0,0.0,0.0,yes
432.0,yes,young,529388.0,38.9,96.0,12.0,cold,reduced,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,more_1_liter,4.5,absent,distend_small,50.0,7.5,serosanguious,3.4,yes,2208.0,0.0,0.0,yes
433.0,no,adult,535330.0,38.2,129.0,48.0,cool,,pale_pink,less_3_sec,mild_pain,hypomotile,,slight,more_1_liter,2.0,,,57.0,66.0,,2.0,yes,2209.0,0.0,0.0,no
434.0,yes,young,5287179.0,38.1,136.0,48.0,cool,reduced,pale_pink,less_3_sec,severe_pain,hypermotile,moderate,slight,none,4.4,increased,,33.0,4.9,cloudy,2.9,yes,2205.0,0.0,0.0,yes
435.0,no,adult,532985.0,39.2,104.0,48.0,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,severe,significant,more_1_liter,2.0,,,66.0,8.2,serosanguious,2.0,no,1400.0,0.0,0.0,yes
436.0,yes,adult,530310.0,38.5,36.0,18.0,normal,,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,3.0,absent,distend_large,43.0,6.5,cloudy,3.2,yes,2208.0,0.0,0.0,yes
437.0,yes,adult,535043.0,39.7,108.0,51.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,slight,none,more_1_liter,2.0,absent,distend_small,58.0,13.0,serosanguious,2.0,no,2113.0,0.0,0.0,yes
438.0,yes,adult,528641.0,38.3,40.0,20.0,cool,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.5,absent,distend_small,48.0,7.5,serosanguious,6.6,yes,2208.0,0.0,0.0,yes
439.0,no,adult,528548.0,37.8,80.0,44.0,cool,reduced,dark_cyanotic,less_3_sec,depressed,hypomotile,none,slight,none,3.0,decreased,normal,47.0,6.4,serosanguious,5.2,yes,2300.0,0.0,0.0,yes
440.0,yes,adult,530526.0,37.9,48.0,20.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,none,7.0,absent,distend_large,31.5,6.0,serosanguious,3.9,yes,3111.0,0.0,0.0,yes
441.0,no,adult,534145.0,36.1,88.0,32.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,more_1_liter,1.0,,distend_small,50.0,55.0,serosanguious,2.0,yes,2209.0,0.0,0.0,yes
442.0,no,adult,5290409.0,37.0,66.0,16.0,warm,normal,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,7.0,decreased,distend_large,69.0,5.7,serosanguious,2.9,yes,2209.0,0.0,0.0,yes
443.0,yes,adult,528890.0,40.3,80.0,36.0,cool,reduced,pale_pink,less_3_sec,depressed,hypomotile,moderate,slight,none,7.0,decreased,normal,54.0,6.5,serosanguious,3.4,yes,3205.0,0.0,0.0,yes
444.0,yes,adult,528743.0,37.1,75.0,36.0,,,dark_cyanotic,more_3_sec,severe_pain,absent,slight,none,more_1_liter,5.0,absent,distend_small,48.0,7.5,serosanguious,3.4,yes,12208.0,0.0,0.0,yes
445.0,yes,adult,530526.0,38.9,140.0,20.0,cool,reduced,pale_pink,more_3_sec,depressed,hypomotile,moderate,slight,none,7.0,normal,distend_large,57.0,6.5,serosanguious,3.9,yes,3113.0,0.0,0.0,yes
446.0,yes,young,528668.0,38.8,129.0,40.0,cool,reduced,pale_cyanotic,more_3_sec,,absent,,,more_1_liter,5.0,normal,,34.0,7.6,,8.0,yes,2206.0,0.0,0.0,yes
447.0,yes,adult,529461.0,38.5,114.0,36.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,slight,none,7.0,normal,,57.0,8.1,serosanguious,4.5,yes,2208.0,0.0,0.0,no
448.0,yes,adult,527365.0,39.1,88.0,20.0,cool,absent,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,more_1_liter,2.0,absent,distend_small,52.0,89.0,cloudy,3.4,yes,2208.0,0.0,0.0,yes
